player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Jimmy Williams,122774,ED,MO STATE,1,0,0,,0,0,230,,32.5,68.9,59.9,42.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,5,5,0,5,0,0,0,0,1,4,0,0,0,0,0,0,0,0,
Marquis Yarbrough,122776,CB,MO STATE,1,0,0,,0,0,230,51.5,51.6,70.5,,60.0,,0,0,0,,,0,0,0,0.0,0,0,2,10,9,12,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,
Jacorien Barnes,122779,LB,N ALABAMA,4,1,0,100.0,0,0,389,49.7,37.8,0.0,63.3,41.5,51.0,0,0,0,20,22.2,2,0,1,118.8,3,0,35,0,12,36,1,0,0,1,0,0,35,1,23,0,2,6,3,0,0,39,26,13.0
Kyree Fields,122791,S,N ALABAMA,4,2,0,33.3,0,0,389,67.2,60.3,82.2,60.0,48.2,55.0,0,0,1,5,20.0,4,1,0,42.4,2,0,98,0,104,235,2,0,0,2,0,124,233,1,130,11,2,14,6,0,1,8,11,4.0
Giancarlo Margarejo,122799,CB,N ALABAMA,1,0,0,,0,0,389,,60.0,63.5,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Darrell Sims,122810,LB,N ALABAMA,4,3,0,,0,0,389,67.6,57.2,74.9,60.6,48.7,64.1,0,2,0,,20.0,2,0,0,0.0,0,0,70,0,26,78,6,0,0,6,0,0,72,8,44,2,1,5,0,2,0,0,0,
Jalen Brooks,122823,ED,N CAROLINA,1,0,0,,0,0,245,,70.2,69.6,62.3,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,3,3,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,
Ja'Qurious Conley,122827,S,N CAROLINA,10,7,0,82.6,0,0,245,58.5,65.0,87.6,71.8,75.8,84.2,0,2,0,54,5.4,2,0,0,105.4,19,1,37,12,178,292,54,0,0,54,0,0,238,31,83,188,14,28,23,3,0,214,142,11.3
Tylee Craft,122829,WR,N CAROLINA,1,0,0,,0,0,245,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Desmond Evans,122833,ED,N CAROLINA,10,2,0,75.0,0,0,245,37.4,56.4,40.3,64.4,62.5,64.3,1,1,0,14,16.7,2,0,1,127.1,3,1,4,0,22,170,163,0,0,163,0,0,7,78,70,3,6,8,4,3,1,22,29,7.3
Stephen Gosnell,122834,WR,N CAROLINA,1,0,0,,0,0,245,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Cedric Gray,122835,LB,N CAROLINA,2,1,0,100.0,0,0,245,60.0,47.4,66.6,,47.7,73.2,0,0,0,1,0.0,0,0,0,79.2,1,0,5,0,1,6,0,0,0,0,0,0,6,0,5,0,0,0,1,0,0,1,5,1.0
Tony Grimes,122837,CB,N CAROLINA,11,2,0,40.0,0,0,245,68.9,65.7,82.9,67.1,42.0,65.6,0,4,1,20,16.7,3,2,1,33.1,8,1,25,274,188,317,8,0,0,8,0,2,309,8,121,7,4,13,20,5,0,89,24,11.1
Christopher Holliday,122838,S,N CAROLINA,1,0,0,,0,0,245,62.4,65.1,68.6,,60.3,74.8,0,0,0,,0.0,0,0,0,0.0,0,0,2,0,1,5,0,0,0,0,0,0,5,0,4,3,1,1,0,0,0,0,0,
Myles Murphy,122843,DI,N CAROLINA,12,3,0,,1,0,245,60.7,57.3,14.1,61.4,57.7,32.6,1,7,0,,23.1,3,0,2,0.0,0,1,3,1,1,187,183,3,98,3,79,0,4,105,81,0,4,7,0,9,0,0,0,
Clyde Pinder Jr.,122844,DI,N CAROLINA,7,3,0,,0,0,245,60.0,58.8,78.6,62.3,53.0,76.8,0,2,0,,0.0,0,0,0,0.0,0,1,1,0,0,67,66,32,34,0,0,0,1,44,23,0,2,3,0,3,0,0,0,
Cameron Roseman-Sinclair,122846,S,N CAROLINA,2,0,0,,0,0,245,76.7,76.4,70.0,,60.2,76.2,0,0,1,,0.0,0,0,0,0.0,0,0,2,3,7,11,0,0,0,0,0,5,11,0,4,1,0,1,0,0,0,0,0,
Kaimon Rucker,122847,ED,N CAROLINA,10,3,0,100.0,0,0,245,50.9,72.7,86.1,67.1,77.8,59.7,2,7,0,14,13.0,3,0,0,118.8,2,0,1,0,14,193,192,0,6,177,9,0,1,94,85,0,14,17,2,9,0,26,20,13.0
Rakeim Ashford,122852,S,NC STATE,3,4,0,83.3,0,0,248,56.3,53.9,77.9,67.3,48.6,65.4,1,0,0,27,12.5,2,0,0,103.5,5,0,49,1,54,115,0,0,0,0,0,46,115,3,58,19,3,10,6,1,0,53,20,10.6
Devon Betty,122853,LB,NC STATE,2,0,0,,0,0,248,,55.3,71.2,,56.2,,0,0,0,,,0,0,0,0.0,0,0,5,0,0,7,2,0,0,2,0,0,5,0,7,0,0,0,0,0,0,0,0,
Nick Booker-Brown,122854,ED,NC STATE,5,0,0,,0,0,248,60.7,49.1,0.0,54.7,52.6,75.2,0,1,0,,0.0,0,0,1,0.0,0,0,0,0,1,47,47,0,10,25,12,0,0,27,19,0,2,3,0,1,0,0,0,
Devan Boykin,122855,S,NC STATE,9,2,0,100.0,0,0,248,69.7,57.7,81.9,71.1,28.4,30.8,1,0,0,32,30.0,6,2,0,118.8,5,0,77,1,145,215,4,0,0,4,0,95,211,3,67,37,5,12,5,1,0,93,31,18.6
Nehki Meredith,122875,S,NC STATE,1,0,0,,0,0,248,66.3,57.9,72.7,60.0,47.2,74.3,0,0,0,,0.0,0,0,0,0.0,0,0,14,0,11,19,4,0,0,4,0,1,15,1,7,0,0,1,0,0,0,0,0,
Joshua Pierre-Louis,122880,CB,NC STATE,9,2,1,72.7,0,0,248,69.0,66.7,13.7,59.2,63.4,71.8,0,1,1,54,11.5,3,0,3,119.5,16,0,35,0,175,314,20,0,0,20,0,25,294,22,117,234,7,21,22,1,3,191,89,11.9
Porter Rooks,122883,WR,NC STATE,1,0,0,,0,0,248,60.0,62.4,60.0,,,,0,0,0,,,0,0,1,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Davin Vann,122887,DI,NC STATE,5,1,0,,1,0,248,60.0,46.8,0.0,56.2,62.9,73.7,0,0,0,,0.0,0,0,2,0.0,0,0,0,0,0,26,26,21,5,0,0,0,0,14,12,0,1,2,0,0,0,0,0,
Aydan White,122889,CB,NC STATE,6,2,0,61.5,0,0,248,64.1,62.1,81.2,54.7,52.7,84.5,0,0,1,28,0.0,0,0,0,60.7,8,0,12,180,106,204,0,0,0,0,0,0,204,2,96,11,0,9,13,0,0,123,16,15.4
Jordan Botelho,122894,ED,NOTRE DAME,1,0,0,,0,0,258,60.6,67.6,76.7,54.3,73.3,73.0,0,1,0,,50.0,1,0,0,0.0,0,0,0,0,2,19,19,0,0,19,0,0,0,10,7,0,1,1,0,1,0,0,0,
Alexander Ehrensberger,122898,ED,NOTRE DAME,1,0,0,,0,0,258,,77.3,73.9,71.1,70.4,73.7,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,14,14,0,0,14,0,0,0,7,7,0,2,1,0,1,0,0,0,
Ramon Henderson,122901,CB,NOTRE DAME,3,0,0,,0,0,258,57.0,58.0,73.1,,61.2,,0,0,0,,,0,0,0,0.0,0,0,0,19,9,19,0,0,0,0,0,0,19,0,10,0,0,0,0,0,0,0,0,
Aidan Keanaaina,122903,DI,NOTRE DAME,1,0,0,,0,0,258,,66.5,72.3,58.5,63.4,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,9,9,2,7,0,0,0,0,6,3,0,0,0,0,0,0,0,0,
Clarence Lewis,122905,CB,NOTRE DAME,11,3,0,64.3,0,1,258,64.2,67.2,84.2,,80.8,78.2,0,0,0,40,8.3,3,7,0,100.0,27,0,3,410,268,421,0,0,0,0,0,0,421,0,153,8,8,30,42,0,1,367,159,13.6
Rylie Mills,122907,DI,NOTRE DAME,10,2,0,,0,0,258,58.6,64.8,28.5,70.4,60.2,76.8,1,4,0,,0.0,0,0,1,0.0,0,1,1,0,1,141,140,1,127,0,12,0,1,89,51,0,2,4,0,6,0,0,0,
Caleb Offord,122908,CB,NOTRE DAME,1,0,0,,0,0,258,,60.0,67.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,
Joshua Eaton,122924,CB,OKLAHOMA,5,0,0,60.0,0,0,261,64.2,62.5,76.7,59.8,55.6,57.8,0,0,0,14,20.0,1,0,0,73.8,3,0,4,52,28,58,1,0,0,1,0,1,57,1,29,0,1,4,5,0,0,26,8,8.7
Josh Ellison,122925,DI,OKLAHOMA,11,4,1,,0,0,261,60.0,59.5,82.5,59.8,57.4,61.4,1,7,0,,12.5,2,0,0,0.0,0,1,0,0,0,247,247,48,188,1,10,0,0,150,97,0,8,10,0,9,0,0,0,
D.J. Graham,122926,CB,OKLAHOMA,8,2,0,45.5,0,0,261,72.8,73.8,81.4,,73.1,64.6,0,0,1,25,15.0,3,1,0,37.3,10,0,13,224,162,240,0,0,0,0,0,2,240,0,78,1,7,15,22,0,0,86,29,8.6
Reggie Grimes,122927,ED,OKLAHOMA,8,1,0,,0,0,261,,63.8,79.9,66.2,58.0,76.2,1,3,0,,0.0,0,0,1,0.0,0,0,0,0,0,105,105,0,8,69,28,0,0,58,47,0,2,2,0,4,0,0,0,
Brynden Walker,122946,LB,OKLAHOMA,5,0,0,100.0,0,0,261,57.5,54.3,81.9,63.9,48.0,46.5,1,1,0,14,25.0,1,0,0,118.8,1,1,2,0,17,66,64,0,0,64,0,0,2,19,30,0,1,3,1,3,0,14,3,14.0
Bryson Washington,122947,S,OKLAHOMA,3,1,0,50.0,0,0,261,61.2,57.7,75.9,,52.4,82.5,0,0,0,5,0.0,0,0,0,56.3,1,0,31,0,16,38,0,0,0,0,0,1,38,0,22,6,0,4,2,0,0,5,10,5.0
Shane Whitter,122949,LB,OKLAHOMA,3,1,0,75.0,0,0,261,39.5,37.0,75.5,67.9,41.1,60.8,1,0,0,75,12.5,1,1,0,156.3,3,0,51,0,18,54,0,0,0,0,0,0,54,3,33,3,4,6,4,1,1,92,68,30.7
Perrion Winfrey,122952,DI,OKLAHOMA,11,5,2,,0,0,261,58.6,71.3,24.3,68.9,75.9,55.9,2,25,0,,15.8,3,0,3,0.0,0,0,1,0,1,404,403,101,247,0,55,0,1,290,113,0,9,11,0,27,0,0,0,
Korie Black,122958,CB,OKLA STATE,3,0,0,50.0,0,0,262,54.0,55.3,77.0,,63.1,76.2,0,0,0,11,0.0,0,0,0,61.5,2,0,0,47,27,48,1,0,0,1,0,0,47,0,21,0,0,2,4,0,0,17,17,8.5
Mason Cobb,122963,LB,OKLA STATE,1,0,0,100.0,0,0,262,72.0,77.4,66.2,,60.3,73.1,0,0,0,-1,0.0,0,0,0,79.2,1,0,5,0,3,5,0,0,0,0,0,0,5,0,2,0,1,1,1,0,0,-1,6,-1.0
Tyren Irby,122972,ED,OKLA STATE,4,1,0,,0,1,262,62.2,75.8,81.7,81.5,56.0,78.8,1,2,0,,0.0,0,0,0,0.0,0,1,3,0,2,59,56,0,0,56,0,0,3,37,20,0,3,3,0,4,0,0,0,
Jabbar Muhammad,122978,CB,OKLA STATE,4,0,0,50.0,0,0,262,52.4,54.6,76.3,,63.7,73.5,0,0,0,4,0.0,0,0,0,56.3,1,0,0,49,19,49,0,0,0,0,0,0,49,0,30,0,1,1,2,0,0,4,0,4.0
Jordan Addison,123000,WR,PITTSBURGH,1,0,0,,0,0,268,,62.3,60.0,,61.9,70.3,0,0,0,,0.0,0,0,2,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,
Rashad Battle,123003,CB,PITTSBURGH,8,0,0,25.0,0,0,268,64.3,65.6,76.6,59.1,70.4,56.5,0,0,0,20,28.6,2,0,0,47.9,1,0,11,68,53,81,0,0,0,0,0,0,81,1,27,2,0,5,4,0,0,20,0,20.0
Dayon Hayes,123010,ED,PITTSBURGH,4,0,0,,0,0,268,,77.7,76.0,72.6,69.8,74.9,0,1,0,,,0,0,0,0.0,0,3,0,0,0,27,27,0,0,27,0,0,0,19,8,0,3,0,0,4,0,0,0,
Bangally Kamara,123012,LB,PITTSBURGH,4,1,0,100.0,0,0,268,78.8,75.9,76.1,56.2,66.4,78.7,0,0,0,4,0.0,0,0,0,79.2,2,0,36,0,14,41,1,0,0,1,0,0,40,4,23,3,2,3,2,0,0,6,12,3.0
Buddy Mack III,123015,S,PITTSBURGH,3,1,0,,0,0,268,66.6,68.1,69.7,,63.9,77.3,0,0,0,,0.0,0,0,0,0.0,0,0,2,0,5,11,0,0,0,0,0,1,11,0,6,7,0,2,0,0,0,0,0,
A.J. Roberts,123019,LB,PITTSBURGH,1,0,0,100.0,0,0,268,64.5,65.4,69.6,59.5,60.0,73.6,0,0,0,4,0.0,0,0,0,83.3,1,0,9,0,7,9,0,0,0,0,0,0,9,1,1,0,0,1,1,0,0,4,0,4.0
Jahvante Royal,123020,CB,PITTSBURGH,1,0,0,,0,0,268,,60.0,66.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,
Anthony Scott-Naji,123022,S,PITTSBURGH,1,0,0,,0,0,268,,60.0,63.7,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,
Justin Barron,123032,S,SYRACUSE,2,0,0,,0,0,304,63.2,61.3,73.4,,58.9,59.1,0,0,0,,25.0,1,0,0,0.0,0,0,19,0,9,26,1,0,0,1,0,4,25,0,17,2,3,3,0,0,0,0,0,
Ja'Had Carter,123033,S,SYRACUSE,11,14,0,66.7,0,1,304,63.1,59.0,89.4,54.3,51.6,55.1,0,0,2,27,19.3,17,1,0,70.6,24,0,309,18,350,739,42,0,0,42,0,187,697,17,372,181,13,57,36,0,1,232,73,9.7
Tyler Cook,123034,LB,SYRACUSE,2,1,0,0.0,0,0,304,60.2,74.1,67.1,,69.2,75.8,0,0,0,,0.0,0,0,0,39.6,0,0,4,0,2,4,0,0,0,0,0,0,4,0,2,0,1,1,1,0,0,0,0,
Rob Hanna,123038,S,SYRACUSE,9,12,0,66.7,0,0,304,44.6,47.3,84.8,57.5,51.2,46.9,0,3,1,80,22.1,19,0,0,124.6,14,0,299,1,288,596,11,0,0,11,0,183,585,11,297,101,16,55,21,3,3,238,160,17.0
Isaiah Jones,123040,WR,SYRACUSE,1,0,0,,0,0,304,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Ben Labrosse,123043,S,SYRACUSE,9,4,0,85.7,0,0,304,71.2,67.4,0.0,60.0,64.2,86.7,0,0,0,19,0.0,0,0,1,136.0,6,0,80,0,62,137,5,0,0,5,0,20,132,1,74,31,3,8,7,0,1,50,23,8.3
Leon Lowery,123045,ED,SYRACUSE,3,1,0,,0,0,304,61.9,50.6,0.0,64.1,49.4,80.1,1,1,0,,0.0,0,0,1,0.0,0,0,2,0,2,45,43,0,0,43,0,0,2,18,25,0,1,5,0,2,0,0,0,
Stefon Thompson,123055,ED,SYRACUSE,10,11,0,50.0,0,1,304,57.3,76.6,63.5,62.1,88.9,78.0,6,4,0,10,9.8,4,0,1,56.3,3,3,77,0,37,385,303,0,1,302,0,0,82,170,178,5,23,26,6,13,0,7,13,2.3
Marlowe Wax,123057,LB,SYRACUSE,11,5,0,83.3,1,0,304,57.4,56.8,0.0,68.3,57.5,80.3,2,8,0,26,5.4,2,0,1,93.1,10,1,244,0,99,319,67,0,0,67,0,0,252,57,163,8,19,30,12,11,0,76,44,7.6
Bud Clark,123066,S,TCU,1,0,0,,0,0,305,60.8,53.4,71.1,,51.1,74.3,0,0,0,,0.0,0,0,0,0.0,0,0,8,0,2,13,0,0,0,0,0,5,13,0,11,0,0,1,0,0,0,0,0,
Khari Coleman,123067,ED,TCU,9,7,0,100.0,0,0,305,62.1,74.9,51.0,68.8,79.0,53.3,0,19,0,45,17.5,7,0,2,118.8,1,3,4,0,24,474,469,0,1,424,44,0,5,250,200,1,25,26,1,22,0,45,29,45.0
Jamoi Hodge,123081,LB,TCU,1,0,0,,0,0,305,60.0,49.8,64.8,,60.0,,0,0,0,,,0,0,0,0.0,0,0,3,0,1,3,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,
Keontae Jenkins,123083,CB,TCU,2,0,0,100.0,0,0,305,55.5,57.2,73.7,,62.3,21.4,0,0,0,27,100.0,1,0,0,118.8,1,0,0,23,7,23,0,0,0,0,0,0,23,0,16,0,0,0,1,0,0,27,12,27.0
Patrick Jenkins,123084,DI,TCU,6,3,0,,0,0,305,62.2,68.4,80.3,64.5,65.6,53.1,0,7,0,,11.1,1,0,0,0.0,0,1,0,0,0,146,146,16,124,0,6,0,0,91,55,0,5,5,0,8,0,0,0,
Xavion Alford,123103,CB,TEXAS,2,0,0,100.0,0,0,311,55.4,53.9,75.2,55.1,57.8,48.4,0,1,0,8,25.0,1,0,0,100.0,1,0,1,0,5,16,1,0,0,1,0,0,15,3,8,14,1,3,1,1,0,8,0,8.0
Jahdae Barron,123105,CB,TEXAS,3,0,0,50.0,0,0,311,63.7,64.3,76.6,,63.6,76.2,0,0,0,6,0.0,0,0,1,56.3,1,0,0,55,33,55,0,0,0,0,0,0,55,0,22,0,2,2,2,0,0,6,0,6.0
Vernon Broughton,123107,DI,TEXAS,3,0,0,,0,0,311,,53.9,0.0,63.7,54.0,26.7,0,1,0,,50.0,1,0,1,0.0,0,1,0,0,0,47,47,1,28,16,2,0,0,24,23,0,1,1,0,2,0,0,0,
Alfred Collins,123110,DI,TEXAS,10,5,2,,0,0,311,66.9,66.5,82.6,65.0,60.5,74.5,1,9,1,,12.0,3,1,0,0.0,0,1,0,0,0,318,318,4,286,3,25,0,0,180,138,0,12,17,0,11,0,0,0,
Kitan Crawford,123111,CB,TEXAS,3,0,0,40.0,0,0,311,58.2,64.6,76.5,66.9,71.5,76.6,0,1,0,15,0.0,0,0,0,53.8,2,0,0,50,19,50,0,0,0,0,0,0,50,1,30,0,1,2,5,1,0,22,14,11.0
Prince Dorbah,123113,ED,TEXAS,1,0,0,,0,0,311,60.0,58.5,69.5,57.3,,,0,0,0,,,0,0,0,0.0,0,0,0,0,1,3,3,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,
Jaylan Ford,123114,LB,TEXAS,3,2,0,50.0,0,0,311,47.9,66.0,75.6,67.4,77.3,54.8,0,0,0,11,15.8,3,0,0,102.1,2,0,94,0,42,100,0,0,0,0,0,0,100,2,56,6,7,14,4,0,1,18,12,9.0
Sawyer Goram-Welch,123116,DI,TEXAS,4,0,0,,0,0,311,,52.4,74.5,55.7,53.0,70.2,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,28,28,1,26,0,1,0,0,16,12,0,1,1,0,0,0,0,0,
Jerrin Thompson,123128,S,TEXAS,4,3,0,62.5,0,0,311,67.7,54.4,81.6,58.4,29.2,37.5,0,0,1,29,29.4,5,1,0,93.8,5,0,30,0,81,158,2,0,0,2,0,102,156,1,76,24,2,9,8,0,1,76,27,15.2
Philip Blidi,123132,ED,TEXAS TECH,10,1,0,,0,0,315,,48.9,0.0,57.1,50.6,78.2,1,2,0,,0.0,0,0,2,0.0,0,1,1,0,0,155,154,5,20,30,99,0,1,82,73,0,3,5,0,4,0,0,0,
Devin Drew,123137,ED,TEXAS TECH,10,8,0,,0,1,315,60.0,70.1,83.0,57.4,76.3,63.8,0,10,0,,11.5,3,0,0,0.0,0,0,1,0,0,346,345,26,78,52,189,0,1,185,161,0,12,15,0,10,0,0,0,
Nate Floyd,123138,CB,TEXAS TECH,1,0,0,,0,0,315,60.0,61.2,66.9,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,3,1,3,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,
Loic Fouonji,123139,WR,TEXAS TECH,1,0,0,,0,0,315,,60.9,73.9,,60.0,72.5,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,
John Holcomb,123142,TE,TEXAS TECH,1,0,0,,0,0,315,,60.0,60.0,,60.0,,0,0,0,,,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Krishon Merriweather,123147,LB,TEXAS TECH,9,20,0,100.0,0,0,315,63.3,62.8,12.1,58.8,64.1,75.7,2,9,0,17,9.0,7,1,2,142.1,9,2,535,0,205,542,6,0,0,6,0,0,536,53,284,0,36,51,9,13,1,83,31,9.2
Kobee Minor,123148,CB,TEXAS TECH,1,0,0,,0,0,315,60.0,61.2,67.3,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,3,1,3,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,
Ja'Lynn Polk,123153,WR,TEXAS TECH,1,0,0,,0,0,315,,60.0,60.0,,60.0,,0,0,0,,,0,0,2,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Cameron Watts,123160,CB,TEXAS TECH,4,1,0,75.0,0,0,315,36.3,39.6,80.3,57.0,63.2,59.9,0,0,0,45,25.0,1,0,1,116.7,3,0,2,7,41,59,3,0,0,3,0,1,56,2,16,46,0,2,4,0,0,63,33,21.0
Cam White,123161,S,TEXAS TECH,4,0,0,60.0,0,0,315,34.1,39.3,78.3,,59.2,82.5,0,0,0,20,0.0,0,0,0,84.6,3,0,25,1,34,64,3,0,0,3,0,14,61,0,30,21,1,6,5,0,0,39,8,13.0
Noah Alberry,123163,CB,CITADEL,2,0,0,100.0,0,0,139,71.9,74.2,67.2,,,73.4,0,0,0,-1,0.0,0,0,0,79.2,1,0,0,2,3,3,0,0,0,0,0,0,3,0,0,1,1,1,1,0,0,-1,0,-1.0
Wes Carlay,123169,DI,CITADEL,1,0,0,,0,0,139,,60.0,65.5,59.9,,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
Saul Diaz,123173,LB,CITADEL,1,0,0,,0,0,139,61.6,61.1,74.2,57.2,60.1,,0,1,0,,,0,0,0,0.0,0,0,1,0,4,9,7,0,0,7,0,0,2,3,2,1,0,0,0,1,0,0,0,
Carson Hatchett,123176,ED,CITADEL,7,6,0,100.0,0,0,139,65.7,54.5,19.6,59.8,53.9,31.6,4,3,0,-1,24.4,10,0,3,79.2,1,1,7,0,13,361,354,0,41,214,99,0,7,127,221,0,12,25,1,8,0,-1,3,-1.0
Wilson Hendricks III,123178,CB,CITADEL,3,1,0,64.3,0,0,139,63.4,65.8,80.0,60.0,73.5,36.9,0,0,1,49,28.6,4,1,0,105.1,9,0,3,102,58,121,2,0,0,2,0,10,119,1,62,4,5,9,14,0,2,133,68,14.8
Hayden Johnson,123181,LB,CITADEL,1,0,0,,0,0,139,60.0,60.2,67.5,60.0,,,0,0,0,,,0,0,0,0.0,0,0,0,0,1,2,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,
Andrew Lewis,123185,ED,CITADEL,4,1,1,,0,0,139,63.5,70.1,78.5,69.7,59.6,47.8,0,0,0,,66.7,2,0,0,0.0,0,1,7,0,5,34,27,0,0,22,5,0,7,24,5,0,1,0,0,1,0,0,0,
Tyler Long,123186,CB,CITADEL,1,1,0,,0,0,139,64.6,67.7,75.3,,66.4,76.5,0,0,0,,0.0,0,0,0,0.0,0,0,1,0,3,17,3,0,0,3,0,0,14,0,14,13,0,1,0,0,0,0,0,
Bradley Peery,123193,DI,CITADEL,5,3,0,,0,0,139,,63.7,2.8,60.1,68.0,76.1,0,1,0,,0.0,0,0,1,0.0,0,0,0,0,0,65,65,24,40,0,1,0,0,18,47,0,3,3,0,1,0,0,0,
KJ Pierce,123194,DI,CITADEL,2,0,0,,0,0,139,,61.8,77.2,57.8,62.2,72.4,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,31,31,23,8,0,0,0,0,10,21,0,1,2,0,0,0,0,0,
Angelo Anderson,123208,ED,TULANE,4,1,0,,0,0,319,,67.5,81.4,71.5,57.3,44.4,1,1,0,,40.0,2,0,0,0.0,0,0,0,0,0,68,68,3,1,64,0,0,0,41,27,0,2,2,0,2,0,0,0,
Brandon Brown,123212,DI,TULANE,2,1,0,,0,0,319,,65.1,72.0,59.3,64.6,72.1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,8,8,3,5,0,0,0,0,2,6,0,1,1,0,0,0,0,0,
Cornelius Dyson,123215,S,TULANE,10,2,0,52.2,0,0,319,62.6,63.3,23.7,,66.7,69.9,0,0,1,54,14.7,5,4,1,74.7,12,0,116,4,216,366,1,0,0,1,0,168,365,0,150,77,9,27,23,0,1,181,70,15.1
Adonis Friloux,123216,DI,TULANE,10,4,0,,1,0,319,66.7,62.9,52.9,62.5,61.3,47.8,0,7,0,,19.0,4,0,1,0.0,0,2,0,0,0,263,262,101,136,0,25,0,1,142,121,0,11,13,0,9,0,0,0,
Kevaris Hall,123218,CB,TULANE,8,0,0,66.7,0,0,319,54.0,57.1,81.1,73.4,67.5,46.4,0,0,1,61,25.0,3,0,0,123.6,12,1,14,185,125,202,0,0,0,0,0,2,202,1,76,1,1,9,18,1,2,289,102,24.1
Shi'Keem Laister,123221,S,TULANE,1,0,0,,0,0,319,60.0,60.0,66.2,,,,0,0,0,,,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
Jesus Machado,123224,LB,TULANE,5,1,0,100.0,0,0,319,56.4,42.5,72.8,59.2,36.2,77.9,0,0,0,28,0.0,0,0,0,118.8,3,0,33,0,16,35,2,0,0,2,0,0,33,1,18,0,2,2,3,0,0,47,26,15.7
Bryce Alonso,123240,ED,TULSA,2,0,0,,0,0,320,,57.1,71.7,56.3,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,8,8,0,4,4,0,0,0,6,2,0,0,0,0,0,0,0,0,
Haydon Grant,123248,ED,TULSA,6,0,0,,0,0,320,60.6,56.2,79.1,59.9,50.9,30.1,0,1,0,,50.0,2,0,0,0.0,0,1,0,0,0,90,90,0,27,46,17,0,0,53,37,0,2,2,0,2,0,0,0,
Everitt Rogers,123261,DI,TULSA,7,2,0,,1,0,320,,46.2,0.6,56.8,47.9,75.4,0,0,0,,0.0,0,0,2,0.0,0,0,0,0,0,126,126,110,15,1,0,0,0,59,67,0,2,3,0,0,0,0,0,
