player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Kaylon Washington,123266,CB,TULSA,1,0,0,,0,0,320,60.0,61.2,65.6,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,2,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,
DaMarco Williams,123267,CB,TULSA,1,0,0,,0,0,320,60.0,63.6,69.5,,63.4,73.5,0,0,0,,0.0,0,0,0,0.0,0,0,0,6,1,6,0,0,0,0,0,0,6,0,5,0,0,1,0,0,0,0,0,
Mac Harris,123285,S,USF,6,5,0,50.0,0,0,327,68.4,58.8,82.2,55.9,51.9,72.6,0,1,1,5,8.7,2,0,0,56.3,3,0,91,0,51,196,63,0,0,63,0,0,133,22,123,42,10,16,6,1,1,7,2,2.3
Ben Knox,123286,CB,USF,6,0,0,50.0,0,0,327,51.6,53.1,74.8,60.0,63.2,73.5,0,1,0,35,0.0,0,0,0,95.8,1,0,1,33,15,34,0,0,0,0,0,0,34,1,18,0,0,1,2,1,0,35,24,35.0
Tramel Logan,123287,ED,USF,7,1,0,,0,0,327,66.7,54.4,5.1,53.3,49.7,77.0,0,1,0,,0.0,0,0,1,0.0,0,1,0,0,4,65,65,0,0,60,5,0,0,51,10,0,3,3,0,2,0,0,0,
Christopher Townsel,123295,S,USF,8,4,0,52.9,0,0,327,57.7,62.6,81.9,59.0,69.7,54.9,0,0,1,75,21.2,7,1,0,112.5,9,0,153,3,163,330,12,0,0,12,0,73,318,2,165,89,7,22,17,0,3,209,115,23.2
Walker Baty,123299,DI,UTSA,3,0,0,,0,0,331,,45.0,70.9,61.7,42.1,23.1,0,1,0,,100.0,1,0,0,0.0,0,0,0,0,0,13,13,0,2,0,11,0,0,8,5,0,0,0,0,1,0,0,0,
Je'Vaun Dabon,123305,S,UTSA,2,0,0,,0,0,331,62.8,56.2,71.9,,50.8,28.6,0,0,0,,50.0,1,0,0,0.0,0,0,1,0,4,13,0,0,0,0,0,8,13,0,9,4,0,1,0,0,0,0,0,
Jamal Ligon,123320,LB,UTSA,11,17,0,72.2,0,0,331,51.3,55.6,82.5,62.1,56.8,69.5,2,6,0,23,11.8,8,0,0,116.7,13,4,540,1,240,567,16,0,0,16,0,0,551,75,252,9,22,43,18,12,1,155,63,11.9
Avery Morris,123323,LB,UTSA,4,0,0,100.0,0,0,331,29.6,28.9,70.8,59.3,55.6,,0,0,0,8,,0,0,0,100.0,1,0,15,0,8,15,0,0,0,0,0,0,15,1,6,0,0,0,1,0,0,8,2,8.0
Ryan Shockency,123331,S,UTSA,3,0,0,,0,0,331,62.2,54.4,71.9,,54.8,74.3,0,0,0,,,0,0,0,0.0,0,0,7,0,7,13,0,0,0,0,0,5,13,0,6,1,0,0,0,0,0,0,0,
Asyrus Simon,123332,ED,UTSA,2,0,0,,0,0,331,60.0,42.5,73.0,55.6,40.6,73.5,0,0,0,,0.0,0,0,0,0.0,0,0,1,1,0,24,22,0,3,4,15,0,2,9,15,0,2,2,0,0,0,0,0,
Xavier Spencer,123334,CB,UTSA,4,0,0,50.0,0,0,331,47.8,43.5,75.8,54.1,40.9,54.1,0,0,0,26,20.0,1,0,1,117.7,2,0,4,35,24,41,1,0,0,1,0,1,40,2,15,0,1,4,4,0,1,33,0,16.5
Donyai Taylor,123335,CB,UTSA,5,1,0,75.0,0,0,331,61.7,62.7,81.8,55.3,66.6,70.6,0,0,1,10,16.7,1,0,0,37.5,3,0,4,1,41,68,12,0,0,12,0,0,56,5,22,51,1,4,4,0,0,3,-7,1.0
Alec Bryant,123343,ED,VA TECH,1,0,0,,0,0,337,,59.7,65.6,59.4,,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
Keonta Jenkins,123352,S,VA TECH,7,1,0,57.1,0,0,337,57.1,58.9,81.4,64.8,60.9,73.8,0,1,0,23,10.0,1,0,0,119.0,4,0,35,0,97,168,1,0,0,1,0,93,167,4,67,38,2,8,7,1,1,50,14,12.5
Lakeem Rudolph,123362,S,VA TECH,1,0,0,,0,0,337,60.0,57.9,60.0,,,,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,
Dorian Strong,123366,CB,VA TECH,9,4,0,55.0,0,0,337,74.2,73.0,31.4,53.0,66.2,76.1,0,0,1,43,7.1,2,5,2,76.7,22,0,13,439,266,462,1,0,0,1,0,4,461,2,194,4,6,22,40,0,1,296,77,13.5
Robert Wooten,123368,ED,VA TECH,10,2,0,100.0,0,0,337,44.5,46.1,82.1,48.9,52.1,75.1,0,2,0,15,0.0,0,0,0,110.4,2,0,0,0,7,140,139,0,1,137,1,0,1,79,54,0,0,1,2,2,0,21,11,10.5
Nick Andersen,123370,S,WAKE,9,10,0,69.0,0,0,339,74.5,65.4,86.8,60.0,42.2,55.9,0,0,4,75,18.7,14,5,0,111.6,20,0,136,0,287,509,0,0,0,0,0,241,509,1,221,131,10,51,29,0,5,383,213,19.2
Trey Boll,123375,TE,WAKE,1,0,0,,0,0,339,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Caelen Carson,123377,CB,WAKE,8,5,0,44.4,0,1,339,73.0,65.2,0.0,,30.9,57.0,0,0,1,15,20.6,7,2,5,49.3,16,0,7,486,273,507,0,0,0,0,0,6,507,0,234,6,6,22,36,0,1,107,27,6.7
Jasheen Davis,123382,ED,WAKE,3,1,0,,0,0,339,60.1,74.5,77.7,60.9,79.8,76.6,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,2,31,31,0,1,28,2,0,0,18,11,0,2,2,0,1,0,0,0,
Justice Ellison,123383,HB,WAKE,1,0,0,,0,0,339,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Gavin Holmes,123389,CB,WAKE,3,0,0,66.7,0,0,339,71.8,69.8,77.0,,53.3,43.5,0,0,1,9,33.3,2,0,2,36.1,2,0,0,56,46,62,0,0,0,0,0,6,62,0,16,0,2,4,3,0,0,13,5,6.5
J.J. Roberts,123399,S,WAKE,4,2,0,100.0,0,1,339,65.7,61.3,79.0,53.1,55.5,56.6,0,0,0,7,20.0,1,0,0,95.8,1,0,18,9,30,69,4,0,0,4,0,28,65,4,35,10,1,2,1,0,0,7,8,7.0
Kendron Wayman,123405,ED,WAKE,1,1,0,,0,0,339,,62.8,70.6,65.4,58.7,71.1,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,6,6,0,0,6,0,0,0,3,3,0,0,0,0,1,0,0,0,
Ke'Shawn Williams,123406,WR,WAKE,2,0,0,,0,0,339,,60.3,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,
Lanell Carr,123411,ED,W VIRGINIA,5,0,0,,0,0,343,,51.6,0.0,55.6,64.1,70.8,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,14,14,0,0,11,3,0,0,4,10,0,1,1,0,0,0,0,0,
Jairo Faverus,123416,S,W VIRGINIA,2,0,0,100.0,0,0,343,55.4,55.6,70.5,,58.4,29.0,0,0,0,0,66.7,2,0,0,79.2,1,0,7,0,5,15,1,0,0,1,0,0,14,0,10,7,0,1,1,0,0,0,6,0.0
Sean Martin,123423,ED,W VIRGINIA,1,0,0,,0,0,343,,61.9,68.3,,60.8,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,3,3,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,
Jackie Matthews,123424,CB,W VIRGINIA,7,0,0,50.0,0,0,343,64.6,66.4,77.0,,67.9,77.0,0,0,0,15,0.0,0,0,0,65.6,2,0,10,58,18,74,0,0,0,0,0,0,74,0,56,6,1,2,4,0,0,21,-2,10.5
Quay Mays,123426,DI,W VIRGINIA,9,1,0,,0,0,343,60.0,59.2,82.5,54.4,61.2,74.3,0,0,0,,16.7,1,0,0,0.0,0,0,1,0,0,128,127,55,71,0,1,0,1,69,59,0,4,4,0,0,0,0,0,
Akheem Mesidor,123427,ED,W VIRGINIA,10,6,0,,0,0,343,61.2,71.2,51.1,71.5,68.4,65.4,1,7,0,,11.1,3,0,1,0.0,0,5,7,0,5,243,236,0,55,159,22,0,7,105,133,0,16,18,0,13,0,0,0,
Quamaezius Mosby,123428,CB,W VIRGINIA,1,0,0,,0,0,343,,61.1,66.9,,60.6,,0,0,0,,,0,0,0,0.0,0,0,2,3,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,
Daryl Porter Jr.,123429,CB,W VIRGINIA,2,0,0,0.0,0,0,343,44.8,39.3,72.4,,45.5,21.4,0,0,0,,100.0,1,0,0,39.6,0,0,1,14,5,17,0,0,0,0,0,1,17,0,12,1,0,0,1,0,0,0,0,
Taurus Simmons,123431,S,W VIRGINIA,1,0,0,,0,0,343,,63.7,73.4,70.1,57.1,75.2,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,8,8,0,0,8,0,0,0,1,7,0,2,1,0,1,0,0,0,
Dominique Bradshaw,123444,CB,W KENTUCKY,12,4,0,50.0,1,0,346,62.7,63.8,0.0,70.4,72.8,40.3,0,1,0,26,25.9,7,6,5,70.1,17,0,35,359,193,412,2,0,0,2,0,14,410,2,217,1,3,16,34,1,0,215,53,12.6
Travis Collier,123446,S,W KENTUCKY,1,0,0,,0,0,346,,60.0,73.9,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Nick Days,123448,LB,W KENTUCKY,8,3,0,66.7,0,0,346,60.3,61.8,77.2,53.6,63.6,89.8,0,0,0,26,0.0,0,0,0,109.0,2,0,146,1,77,185,8,0,0,8,0,0,177,8,100,29,11,22,3,0,0,37,21,18.5
JaQues Evans,123449,ED,W KENTUCKY,1,1,0,,0,0,346,60.0,67.0,72.7,57.5,64.3,74.1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,8,8,0,0,8,0,0,0,6,2,0,0,1,0,0,0,0,0,
Quantavious Leslie,123456,T,W KENTUCKY,1,0,0,,0,0,346,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
David Ndukwe,123458,DI,W KENTUCKY,1,0,0,,0,0,346,,60.0,64.4,59.8,,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
Spencer Owens,123460,TE,W KENTUCKY,1,0,0,,0,0,346,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Darius Shipp,123465,DI,W KENTUCKY,10,4,0,,0,0,346,,65.3,43.4,63.7,66.1,79.7,1,4,0,,7.1,1,0,1,0.0,0,1,0,0,0,203,202,18,175,0,9,0,1,94,109,0,8,9,0,6,0,0,0,
Kendrick Simpkins,123466,S,W KENTUCKY,3,2,0,0.0,0,0,346,59.4,57.2,0.0,,69.2,66.7,0,0,0,,20.0,1,1,1,39.6,0,0,10,0,17,27,0,0,0,0,0,14,27,0,10,2,1,2,1,0,0,0,0,
Mitchell Tinsley,123470,WR,W KENTUCKY,2,0,0,,0,0,346,,60.0,60.0,,60.0,,0,0,0,,,0,0,1,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,
Noah Whittington,123472,HB,W KENTUCKY,1,0,0,,0,0,346,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Taylor Behl,123474,LB,LA MONROE,4,4,0,100.0,0,0,209,62.7,49.6,78.3,51.6,45.1,83.3,0,0,0,9,0.0,0,0,0,104.2,1,0,62,1,18,66,3,0,0,3,0,0,63,11,37,0,1,6,1,0,0,9,5,9.0
Jordan Carroll,123476,WR,LA MONROE,1,0,0,,0,0,209,,52.2,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Zac Gulley,123479,CB,LA MONROE,4,2,0,44.4,0,0,209,70.6,69.6,78.9,47.4,68.9,69.1,0,1,0,30,14.3,1,0,0,116.7,4,0,23,0,36,77,6,0,0,6,0,1,71,3,38,46,0,4,9,1,2,82,33,20.5
Chancellor Hitchens,123481,CB,LA MONROE,6,0,0,50.0,0,0,209,65.2,65.7,79.2,,65.0,40.7,0,0,0,69,37.5,3,2,0,135.4,4,0,7,97,38,115,1,0,0,1,0,1,114,0,77,8,1,5,8,0,2,259,122,64.8
Javarian Jenkins,123484,LB,LA MONROE,3,1,0,100.0,0,0,209,35.0,29.0,74.1,62.0,30.1,23.4,1,0,0,10,66.7,4,0,0,108.3,1,0,41,0,8,44,3,0,0,3,0,0,41,7,29,0,1,1,1,1,0,10,6,10.0
Quincy Ledet Jr.,123485,DI,LA MONROE,9,4,0,,0,0,209,60.0,64.2,81.1,60.3,64.0,31.7,1,3,0,,23.1,3,0,0,0.0,0,0,1,0,0,217,215,12,184,0,19,0,2,84,133,0,3,6,0,4,0,0,0,
Marcus Moore,123487,DI,LA MONROE,6,2,0,,0,0,209,,68.3,79.4,64.8,67.2,50.9,1,2,0,,18.2,2,0,0,0.0,0,0,0,0,0,112,112,13,92,0,7,0,0,55,57,0,5,7,0,3,0,0,0,
Zach Murphy,123488,HB,LA MONROE,1,0,0,,0,0,209,,60.1,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Tre Odom,123490,S,LA MONROE,3,0,0,0.0,0,0,209,39.7,47.1,76.3,59.6,65.0,22.2,0,0,1,,100.0,1,0,0,0.0,0,0,12,0,25,56,1,0,0,1,0,41,55,1,30,2,0,0,1,0,0,0,0,
Marquez Brown,123497,ED,ABILENE CH,3,1,0,,0,0,100,,76.7,72.5,55.0,78.7,73.4,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,9,9,0,0,9,0,0,0,5,4,0,1,1,0,0,0,0,0,
Damion Hart,123508,ED,ABILENE CH,5,0,0,,0,0,100,60.0,58.5,74.6,57.0,60.0,,0,1,0,,,0,0,0,0.0,0,0,0,0,1,18,18,0,0,17,1,0,0,14,3,0,0,0,0,1,0,0,0,
Kadron Johnson,123513,ED,ABILENE CH,4,3,0,,0,0,100,60.0,62.3,81.0,62.0,60.3,78.8,1,2,0,,0.0,0,0,0,0.0,0,1,0,0,0,116,116,0,8,95,13,0,0,41,75,0,4,5,0,4,0,0,0,
Dre Jones,123514,DI,ABILENE CH,5,3,0,,1,0,100,61.4,48.8,17.7,52.5,50.0,74.3,0,1,0,,0.0,0,0,1,0.0,0,0,1,0,0,102,101,5,92,0,4,0,1,42,60,0,1,1,0,1,0,0,0,
Austin Lozano,123517,DI,ABILENE CH,5,1,0,,0,0,100,,80.7,76.7,62.9,82.9,74.1,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,50,50,4,44,0,2,0,0,18,32,0,2,4,0,1,0,0,0,
Osaretin Obadeyi,123522,ED,ABILENE CH,6,1,0,100.0,0,0,100,59.7,54.0,32.5,55.0,56.5,42.5,0,2,0,14,20.0,1,0,1,118.8,1,0,1,0,1,138,137,0,2,124,11,0,1,51,86,0,2,3,1,2,0,14,11,14.0
Jack Schultz,123523,DI,ABILENE CH,2,0,0,,0,0,100,60.0,70.9,72.0,64.7,67.1,72.2,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,13,13,0,13,0,0,0,0,6,7,0,2,2,0,0,0,0,0,
Kameron Stokes,123526,S,ABILENE CH,4,1,0,66.7,0,0,100,39.2,28.3,0.0,,24.4,78.6,0,0,0,12,0.0,0,0,2,85.4,2,0,36,1,22,97,0,0,0,0,0,27,97,0,75,33,0,1,3,0,0,20,11,10.0
Ty Taylor,123527,CB,ABILENE CH,1,0,0,,0,0,100,62.5,63.2,69.5,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,5,3,5,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,
Jacob Thielen,123528,DI,ABILENE CH,6,3,0,,0,0,100,,63.4,0.0,55.9,70.4,56.9,1,0,0,,15.4,2,0,2,0.0,0,0,0,0,0,113,113,9,98,0,6,0,0,32,81,0,6,8,0,1,0,0,0,
Shelby Washington,123529,S,ABILENE CH,6,1,0,75.0,0,1,100,29.7,30.0,83.8,55.0,47.5,45.3,0,1,0,52,28.6,4,0,1,156.3,6,0,50,1,87,209,1,0,0,1,0,111,208,3,119,46,2,9,8,1,3,129,46,21.5
Kam Arnold,123531,S,BOSTON COL,6,1,0,100.0,0,0,121,55.7,59.7,78.8,63.0,64.0,87.8,1,1,0,33,0.0,0,0,1,118.8,4,0,55,0,54,122,16,0,0,16,0,26,106,7,61,25,5,13,4,2,0,68,23,17.0
Cam Horsley,123541,DI,BOSTON COL,11,4,0,,0,0,121,61.9,57.9,83.4,55.2,58.7,61.7,0,11,0,,20.0,3,0,0,0.0,0,1,2,0,1,326,324,42,273,5,4,0,2,194,131,0,5,8,0,12,0,0,0,
Sammy Anderson,123554,CB,CINCINNATI,2,0,0,,0,0,138,62.0,62.8,69.3,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,6,3,6,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,
Todd Bumphis,123557,CB,CINCINNATI,3,0,0,,0,0,138,64.2,64.9,73.2,,60.6,,0,0,0,,,0,0,0,0.0,0,0,0,19,9,19,0,0,0,0,0,0,19,0,10,0,0,0,0,0,0,0,0,
Daved Jones Jr.,123567,LB,CINCINNATI,5,1,0,,0,0,138,83.0,62.7,70.6,60.0,46.6,27.9,0,0,0,,50.0,2,1,0,0.0,0,0,36,0,9,36,0,0,0,0,0,0,36,1,26,0,1,1,0,0,0,0,0,
Justin Wodtly,123586,ED,CINCINNATI,2,0,0,,0,0,138,,62.3,69.0,,61.2,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,4,4,0,0,1,3,0,0,0,4,0,0,0,0,0,0,0,0,
Evan Anderson,123590,DI,FAU,8,5,0,,0,0,165,63.9,81.8,85.2,76.3,78.2,80.4,1,4,0,,0.0,0,0,0,0.0,0,2,0,0,0,234,234,223,11,0,0,0,0,99,135,0,13,15,0,7,0,0,0,
Alvin Dempsey III,123594,DI,FAU,7,3,0,,1,0,165,,62.7,45.1,57.2,68.7,51.5,1,4,0,,20.0,3,0,1,0.0,0,1,1,0,0,231,230,11,104,5,110,0,1,140,91,0,7,9,0,6,0,0,0,
Decarius Hawthorne,123598,DI,FAU,2,0,0,,0,0,165,,59.1,73.5,59.3,59.1,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,11,11,10,1,0,0,0,0,6,5,0,0,0,0,0,0,0,0,
Jarrett Jerrels,123599,LB,FAU,1,0,0,,0,0,165,61.0,62.7,67.6,,,,0,0,0,,,0,0,0,0.0,0,0,3,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,
Ja'Marquis Johnson,123600,ED,FAU,2,1,0,,0,0,165,62.6,58.1,74.7,53.5,60.0,73.0,0,0,0,,0.0,0,0,0,0.0,0,0,1,0,2,13,11,0,0,11,0,0,2,9,2,1,0,0,0,0,0,0,0,
Chris Jones,123601,ED,FAU,9,0,0,100.0,0,0,165,59.0,59.6,45.9,60.6,60.3,61.5,0,5,0,0,20.0,2,0,1,79.2,1,5,4,5,30,203,187,0,16,160,11,0,16,101,72,7,11,8,1,10,0,0,2,0.0
Marlon Krakue,123604,ED,FAU,6,1,0,,0,0,165,,69.1,75.3,57.7,72.1,75.5,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,45,45,0,26,6,13,0,0,20,25,0,3,4,0,1,0,0,0,
Justin McKithen,123608,CB,FAU,1,0,0,,0,0,165,52.9,51.8,67.8,,,21.7,0,0,0,,100.0,1,0,0,0.0,0,0,0,4,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,
Henry Gray,123628,CB,FIU,2,0,0,,0,0,166,62.3,58.6,69.5,,56.1,75.1,0,0,0,,0.0,0,0,0,0.0,0,0,1,0,4,7,0,0,0,0,0,0,7,0,3,6,1,1,0,0,0,0,0,
Nelson Ceaser,123656,ED,HOUSTON,1,0,0,,0,0,182,60.4,60.9,75.4,60.2,59.9,73.0,0,0,0,,,0,0,0,0.0,0,1,1,0,2,15,14,0,0,14,0,0,1,10,3,0,0,0,0,1,0,0,0,
Art Green,123666,CB,HOUSTON,7,0,0,50.0,0,0,182,69.3,70.3,77.6,,69.2,72.6,0,0,0,25,10.0,1,1,0,80.6,3,0,4,77,46,81,0,0,0,0,0,0,81,0,35,0,2,9,6,0,0,53,14,17.7
D'Anthony Jones,123671,ED,HOUSTON,4,1,0,,0,0,182,63.7,78.0,0.0,84.2,70.0,69.0,1,12,0,,12.5,1,0,2,0.0,0,1,1,0,2,108,107,0,0,106,1,0,1,63,43,0,5,6,0,14,0,0,0,
Chidozie Nwankwo,123676,DI,HOUSTON,8,4,0,,0,0,182,60.0,72.6,59.2,65.8,75.8,53.5,0,9,0,,20.0,3,0,1,0.0,0,0,0,0,0,323,323,87,235,0,1,0,0,160,163,0,6,8,0,9,0,0,0,
Jayce Rogers,123678,CB,HOUSTON,7,0,0,60.0,0,0,182,68.9,67.8,84.0,56.6,59.8,57.9,0,0,0,34,23.5,4,2,0,130.6,9,0,20,120,157,257,1,0,0,1,0,11,256,2,98,105,3,13,15,0,2,140,46,15.6
Jaylon Beasley,123690,CB,TROY,1,0,0,,0,0,318,65.7,58.2,70.7,,47.2,27.5,0,0,0,,50.0,1,0,0,0.0,0,0,5,9,7,14,0,0,0,0,0,0,14,0,7,0,0,1,0,0,0,0,0,
Shakel Brown,123691,DI,TROY,9,3,0,,0,0,318,54.9,64.9,83.6,64.9,65.9,78.8,2,5,0,,0.0,0,0,0,0.0,0,0,1,0,0,291,290,93,177,0,20,0,1,143,148,0,6,8,0,7,0,0,0,
Josh Brown,123692,CB,TROY,8,1,0,100.0,0,0,318,55.2,55.4,77.6,,57.4,43.5,0,0,0,54,33.3,2,0,0,158.3,5,0,9,82,49,91,0,0,0,0,0,0,91,0,42,0,0,3,5,0,1,114,54,22.8
Carloss Crawford,123697,S,TROY,4,0,0,75.0,0,0,318,74.3,62.1,76.7,,34.6,41.3,0,0,0,4,28.6,2,0,0,77.1,3,0,8,0,21,40,0,0,0,0,0,11,40,0,19,21,4,5,4,0,0,10,6,3.3
Navy Harris,123704,LB,TROY,4,1,0,,0,0,318,79.5,72.9,78.0,55.1,62.6,62.4,0,1,0,,21.4,3,0,0,0.0,0,0,52,0,20,57,5,0,0,5,0,0,52,7,30,0,3,10,0,1,0,0,0,
George Jackson,123707,LB,TROY,2,0,0,50.0,0,0,318,70.2,67.3,74.1,,60.0,27.0,0,0,0,-7,100.0,1,1,0,56.3,1,0,1,0,9,10,0,0,0,0,0,0,10,0,1,9,0,0,2,0,0,-7,1,-7.0
Luis Medina,123715,DI,TROY,11,7,0,,0,1,318,59.3,65.6,15.9,61.0,71.4,65.8,3,6,0,,10.7,3,0,2,0.0,0,1,1,0,1,346,345,38,252,7,48,0,1,172,173,0,14,18,0,10,0,0,0,
Quincey Miller,123716,ED,TROY,8,2,0,,0,0,318,,72.5,81.0,62.1,74.6,67.0,0,1,0,,12.5,1,0,0,0.0,0,0,1,0,0,100,99,0,2,83,14,0,1,44,56,0,5,5,0,1,0,0,0,
Darrell Starling,123723,S,TROY,9,1,0,90.0,0,0,318,67.2,63.5,80.9,,52.2,61.6,0,0,0,19,16.7,3,1,0,104.6,9,0,88,1,112,189,0,0,0,0,0,59,189,0,77,41,6,14,10,0,0,91,47,10.1
Brooks Weeks,123728,LB,TROY,2,0,0,,0,0,318,64.6,65.3,71.5,59.1,60.0,,0,0,0,,,0,0,0,0.0,0,0,7,0,8,11,1,0,0,1,0,0,10,1,2,3,0,0,0,0,0,0,0,
Zion Williams,123729,CB,TROY,10,2,0,71.4,0,0,318,64.4,63.6,80.3,,59.2,79.4,0,0,0,41,9.5,2,1,0,107.1,10,0,25,138,88,180,3,0,0,3,0,14,177,0,92,0,0,17,14,0,0,153,16,15.3
Davonte Brown,123734,CB,UCF,9,1,0,77.8,1,0,323,63.2,66.5,84.2,54.8,79.2,81.8,0,0,0,36,4.2,1,1,3,133.1,14,0,23,375,217,411,11,0,0,11,0,0,400,3,191,2,2,22,18,0,1,207,35,14.8
Quadric Bullard,123735,S,UCF,4,2,0,,0,0,323,67.9,71.6,76.3,59.1,73.4,84.5,0,0,0,,0.0,0,0,0,0.0,0,0,21,0,20,56,1,0,0,1,0,31,55,1,35,3,0,6,0,0,0,0,0,
Josh Celiscar,123738,ED,UCF,10,7,0,100.0,1,1,323,60.3,60.1,36.9,58.0,63.6,52.6,1,12,1,9,15.8,3,1,2,62.5,2,2,0,0,7,325,325,0,6,306,13,0,0,157,161,0,10,9,2,15,0,17,0,8.5
Kervins Choute,123739,DI,UCF,5,2,0,,0,0,323,,47.0,78.7,55.4,43.7,75.1,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,72,72,14,56,0,2,0,0,43,29,0,3,2,0,1,0,0,0,
Justin Hodges,123748,CB,UCF,7,1,0,60.0,0,0,323,61.9,62.2,80.8,58.3,62.3,47.7,0,0,0,30,25.0,1,3,1,137.9,6,0,2,175,93,177,0,0,0,0,0,0,177,1,83,0,1,2,10,0,2,111,27,18.5
Quade Mosier,123757,LB,UCF,3,2,0,100.0,0,0,323,41.6,25.9,70.1,63.8,24.8,42.5,0,1,0,14,25.0,1,0,0,118.8,1,0,26,0,6,26,0,0,0,0,0,0,26,1,19,0,0,1,1,1,0,14,5,14.0
Corey Thornton,123763,CB,UCF,10,2,0,51.4,1,0,323,63.6,64.3,47.6,58.9,68.9,75.9,0,0,1,49,8.3,3,2,3,102.9,18,0,32,618,365,661,9,0,0,9,0,0,652,1,295,2,9,31,35,0,3,347,142,19.3
Olasunkonmi Agunloye,123766,DI,VIRGINIA,2,1,0,,0,0,335,60.0,67.1,74.1,58.8,70.6,75.1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,32,32,0,24,0,8,0,0,24,8,0,1,3,0,0,0,0,0,
Jahmeer Carter,123770,DI,VIRGINIA,9,5,0,,0,0,335,,51.4,84.1,61.0,46.7,78.0,0,3,0,,0.0,0,0,0,0.0,0,1,0,0,0,202,202,124,77,0,1,0,0,84,118,0,5,7,0,4,0,0,0,
Jake Dewease,123774,S,VIRGINIA,1,0,0,100.0,0,0,335,49.8,35.2,74.5,59.4,60.0,76.4,0,0,0,32,0.0,0,0,0,118.8,1,0,3,2,12,16,1,0,0,1,0,4,15,1,3,6,0,1,1,0,0,32,5,32.0
